,ratio_area,ratio_Ixx,ratio_Iyy,ratio_J,ratio_pitch,ratio_top_diameter,ratio_shear_modulus
19,0.001417053125,1.0062531725e-06,1.0062531725e-06,3.1565705334375003e-06,0.2890625,0.5750000000000001,0.15171875
20,0.001928090625,1.312602225e-07,1.1812517625e-06,2.1853222246875004e-06,0.4453125,0.675,0.41109375
21,0.003972240625,8.312545824999999e-07,4.812574025e-07,6.0703154596875e-06,1.0703125,0.275,0.20359375
22,0.002950165625,4.812574025e-07,8.312545824999999e-07,2.428256071875e-07,1.3828125,0.075,0.30734375
23,0.000906015625,1.1812517625e-06,1.312602225e-07,4.1278188421875e-06,0.7578125,0.475,0.09984375
24,0.000650496875,2.1875951750000006e-07,7.437552875e-07,6.5559396140625e-06,1.3046875,0.525,0.4370312500000001
25,0.002694646875,9.187538775e-07,4.37609275e-08,2.6709463790625004e-06,0.6796875,0.125,0.22953125
26,0.003716721875,5.687566975000001e-07,1.0937524675e-06,4.6134429965625e-06,0.3671875,0.325,0.3332812500000001
27,0.001672571875,1.2687510575e-06,3.937581075e-07,7.284497615625e-07,0.9921875,0.7250000000000001,0.12578125
28,0.001161534375,3.937581075e-07,2.1875951750000006e-07,1.6996980703125e-06,1.1484375,0.425,0.28140625
29,0.003205684375,1.0937524675e-06,9.187538775e-07,5.5846913053125e-06,0.5234375,0.025,0.07390625
30,0.002183609375,4.37609275e-08,5.687566975000001e-07,3.6421946878125e-06,0.8359375,0.225,0.3851562500000001
31,0.000139459375,7.437552875e-07,1.2687510575e-06,7.5271879228125e-06,1.4609375,0.625,0.17765625
32,0.0002033390625,3.7188328375e-07,9.8437834875e-07,4.24922488078125e-06,0.42578125,0.7375,0.365703125
33,0.0022474890625,1.07187764375e-06,2.8438398875e-07,3.642316457812501e-07,1.05078125,0.3375,0.158203125
34,0.0032695640625,2.188610375e-08,1.33437552875e-06,6.19172149828125e-06,1.36328125,0.1375,0.261953125
35,0.0012254140625,7.2188046375e-07,6.3438116875e-07,2.30672826328125e-06,0.73828125,0.5375,0.054453125
36,0.0017364515625,1.9688469375e-07,1.0938539875000001e-07,3.2779765720312504e-06,0.58203125,0.6375000000000001,0.313828125
37,0.0037806015625,8.9687905375e-07,8.0937975875e-07,7.16296980703125e-06,1.20703125,0.2375,0.106328125
38,0.0027585265625,5.4688187375e-07,4.5938257875e-07,1.33547995453125e-06,0.89453125,0.0375,0.417578125
39,0.0007143765625,1.24687623375e-06,1.15937693875e-06,5.22047318953125e-06,0.26953125,0.4375,0.210078125
40,0.0009698953125,1.0938539875000001e-07,3.7188328375e-07,7.64859396140625e-06,1.12890625,0.5875,0.339765625
41,0.0030140453125,8.0937975875e-07,1.07187764375e-06,3.7636007264062494e-06,0.50390625,0.1875,0.132265625
42,0.0040361203125,4.5938257875e-07,2.188610375e-08,5.70609734390625e-06,0.81640625,0.3875,0.4435156250000001
43,0.0019919703125,1.15937693875e-06,7.2188046375e-07,1.82110410890625e-06,1.44140625,0.7875000000000001,0.236015625
44,0.0014809328125,6.3438116875e-07,1.24687623375e-06,8.4985580015625e-07,1.28515625,0.4875,0.3916406250000001
45,0.0035250828125,1.33437552875e-06,5.4688187375e-07,4.73484903515625e-06,0.66015625,0.0875,0.184140625
46,0.0025030078125,2.8438398875e-07,8.9687905375e-07,2.7923524176562504e-06,0.34765625,0.2875,0.287890625
47,0.0004588578125,9.8437834875e-07,1.9688469375e-07,6.67734565265625e-06,0.97265625,0.6875,0.080390625
48,0.0003310984375,3.2813363625e-07,1.11562729125e-06,1.09266787734375e-06,0.77734375,0.0625,0.145234375
49,0.0023752484375,1.02812799625e-06,4.1563293125000004e-07,4.97766111234375e-06,1.40234375,0.4625,0.352734375
50,0.0033973234375,6.7813081625e-07,7.6563011125e-07,3.03516449484375e-06,1.08984375,0.6625000000000001,0.041484375
51,0.0013531734375,1.37812517625e-06,6.563575124999999e-08,6.92015772984375e-06,0.46484375,0.2625,0.248984375
52,0.0018642109375,5.0313222625e-07,5.9063152125e-07,5.94890942109375e-06,0.30859375,0.1625,0.093359375
53,0.0039083609375,1.20312658625e-06,1.29062588125e-06,2.0639161860937504e-06,0.93359375,0.5625,0.300859375
54,0.0028862859375,1.5313504624999998e-07,2.4063434125e-07,4.00641280359375e-06,1.24609375,0.7625000000000001,0.197109375
55,0.0008421359375,8.5312940625e-07,9.4062870125e-07,1.2141956859375e-07,0.62109375,0.3625,0.404609375
56,0.0005866171875,5.9063152125e-07,3.2813363625e-07,2.5495403404687503e-06,1.48046875,0.2125,0.119296875
57,0.0026307671875,1.29062588125e-06,1.02812799625e-06,6.43453357546875e-06,0.85546875,0.6125,0.326796875
58,0.0036528421875,2.4063434125e-07,6.7813081625e-07,6.0704372296875e-07,0.54296875,0.4125,0.223046875
59,0.0016086921875,9.4062870125e-07,1.37812517625e-06,4.49203695796875e-06,1.16796875,0.0125,0.430546875
60,0.0010976546875,6.563575124999999e-08,8.5312940625e-07,5.46328526671875e-06,1.01171875,0.3125,0.171171875
61,0.0031418046875,7.6563011125e-07,1.5313504624999998e-07,1.57829203171875e-06,0.38671875,0.7125,0.378671875
62,0.0021197296875,4.1563293125000004e-07,1.20312658625e-06,7.40578188421875e-06,0.69921875,0.5125000000000001,0.067421875
63,7.55796875e-05,1.11562729125e-06,5.0313222625e-07,3.5207886492187505e-06,1.32421875,0.1125,0.274921875
64,0.00010751953125,5.57819285625e-07,1.148439526875e-06,6.495236594765625e-06,1.060546875,0.35625,0.3105859375000001
65,0.00215166953125,1.257813645625e-06,4.48445166875e-07,2.6102433597656253e-06,0.435546875,0.7562500000000001,0.1030859375
66,0.00317374453125,2.0782210562500002e-07,7.98442346875e-07,4.5527399772656246e-06,0.748046875,0.55625,0.4143359375000001
67,0.00112959453125,9.07816465625e-07,9.844798687500001e-08,6.67746742265625e-07,1.373046875,0.15625,0.2068359375
68,0.00164063203125,3.2823515625e-08,6.23443756875e-07,1.638995051015625e-06,1.216796875,0.25625,0.3624609375000001
69,0.00368478203125,7.32817875625e-07,1.323438116875e-06,5.523988286015625e-06,0.591796875,0.65625,0.1549609375
70,0.00266270703125,3.828206956250001e-07,2.73446576875e-07,3.581491668515625e-06,0.279296875,0.45625,0.2587109375
71,0.00061855703125,1.082815055625e-06,9.73440936875e-07,7.466484903515625e-06,0.904296875,0.05625,0.0512109375
72,0.00087407578125,2.95321400625e-07,1.85947281875e-07,5.038364131640625e-06,0.513671875,0.10625,0.3883984375
73,0.00291822578125,9.95315760625e-07,8.85941641875e-07,1.153370896640625e-06,1.138671875,0.50625,0.1808984375
74,0.00394030078125,6.45318580625e-07,5.35944461875e-07,6.9808607491406254e-06,1.451171875,0.70625,0.2846484375
75,0.00189615078125,1.345312940625e-06,1.235938821875e-06,3.095867514140625e-06,0.826171875,0.30625,0.0771484375
76,0.00138511328125,4.703199906250001e-07,7.10943051875e-07,2.1246192053906254e-06,0.669921875,0.00625,0.3365234375
77,0.00342926328125,1.170314350625e-06,1.0948691875e-08,6.009612440390625e-06,1.294921875,0.40625,0.1290234375
78,0.00240718828125,1.2032281062499997e-07,1.060940231875e-06,1.8212258789062505e-07,0.982421875,0.6062500000000001,0.4402734375
79,0.00036303828125,8.20317170625e-07,3.60945871875e-07,4.067115822890625e-06,0.357421875,0.20625,0.2327734375
80,0.00049079765625,1.6407245812499997e-07,9.29691289375e-07,3.824303745703125e-06,1.412109375,0.43125,0.0901171875
81,0.00253494765625,8.64066818125e-07,2.29696929375e-07,7.709296980703125e-06,0.787109375,0.03125,0.2976171875
82,0.00355702265625,5.14069638125e-07,1.279688469375e-06,1.881807128203125e-06,0.474609375,0.23125,0.1938671875
83,0.00151287265625,1.214063998125e-06,5.79694109375e-07,5.766800363203125e-06,1.099609375,0.6312500000000001,0.4013671875
84,0.00202391015625,6.89068228125e-07,5.4698339375e-08,4.795552054453125e-06,0.943359375,0.53125,0.1419921875
85,0.00406806015625,1.389062588125e-06,7.54692699375e-07,9.10558819453125e-07,0.318359375,0.13125,0.3494921875
86,0.00304598515625,3.39071048125e-07,4.04695519375e-07,6.738048671953125e-06,0.630859375,0.33125,0.0382421875
87,0.00100183515625,1.039065408125e-06,1.104689879375e-06,2.853055436953125e-06,1.255859375,0.7312500000000001,0.2457421875
88,0.00074631640625,4.265703431250001e-07,4.92194814375e-07,4.24934665078125e-07,0.865234375,0.68125,0.1679296875
89,0.00279046640625,1.126564703125e-06,1.192189174375e-06,4.309927900078125e-06,1.490234375,0.28125,0.3754296875
90,0.00381254140625,7.6573163125e-08,1.42197634375e-07,2.367431282578125e-06,1.177734375,0.08125,0.0641796875
91,0.00176839140625,7.76567523125e-07,8.421919943749999e-07,6.252424517578125e-06,0.552734375,0.48125,0.2716796875
92,0.00125735390625,2.51571753125e-07,1.367187764375e-06,7.223672826328125e-06,0.396484375,0.78125,0.1160546875
93,0.00330150390625,9.51566113125e-07,6.67193404375e-07,3.3386795913281254e-06,1.021484375,0.38125,0.3235546875
94,0.00227942890625,6.01568933125e-07,1.017190584375e-06,5.281176208828125e-06,1.333984375,0.18125,0.2198046875
95,0.00023527890625,1.301563293125e-06,3.17196224375e-07,1.396182973828125e-06,0.708984375,0.58125,0.4273046875
96,0.00017139921875,1.85947281875e-07,5.57819285625e-07,2.7316493983593754e-06,0.884765625,0.49375,0.2003515625
97,0.00221554921875,8.85941641875e-07,1.257813645625e-06,6.616642633359375e-06,0.259765625,0.09375,0.4078515625
98,0.00323762421875,5.35944461875e-07,2.0782210562500002e-07,7.89152780859375e-07,0.572265625,0.29375,0.0966015625
99,0.00119347421875,1.235938821875e-06,9.07816465625e-07,4.674146015859375e-06,1.197265625,0.6937500000000001,0.3041015625
100,0.00170451171875,3.60945871875e-07,1.082815055625e-06,5.645394324609375e-06,1.353515625,0.59375,0.0447265625
101,0.00374866171875,1.060940231875e-06,3.828206956250001e-07,1.7604010896093751e-06,0.728515625,0.19375,0.2522265625
102,0.00272658671875,1.0948691875e-08,7.32817875625e-07,7.587890942109375e-06,0.416015625,0.39375,0.1484765625
103,0.00068243671875,7.10943051875e-07,3.2823515625e-08,3.7028977071093752e-06,1.041015625,0.7937500000000001,0.3559765625
104,0.00093795546875,6.23443756875e-07,8.20317170625e-07,1.274776935234375e-06,0.337890625,0.64375,0.0706640625
105,0.00298210546875,1.323438116875e-06,1.2032281062499997e-07,5.159770170234375e-06,0.962890625,0.24375,0.2781640625
106,0.00400418046875,2.73446576875e-07,1.170314350625e-06,3.217273552734376e-06,1.275390625,0.04375,0.1744140625
107,0.00196003046875,9.73440936875e-07,4.703199906250001e-07,7.102266787734376e-06,0.650390625,0.44375,0.3819140625
108,0.00144899296875,9.844798687500001e-08,2.95321400625e-07,6.131018478984375e-06,0.806640625,0.74375,0.2262890625
109,0.00349314296875,7.98442346875e-07,9.95315760625e-07,2.2460252439843755e-06,1.431640625,0.34375,0.4337890625
110,0.00247106796875,4.48445166875e-07,6.45318580625e-07,4.188521861484375e-06,1.119140625,0.14375,0.1225390625
111,0.00042691796875,1.148439526875e-06,1.345312940625e-06,3.03528626484375e-07,0.494140625,0.5437500000000001,0.3300390625
112,0.00029915859375,4.92194814375e-07,1.6407245812499997e-07,7.345078864921875e-06,1.236328125,0.31875,0.4208203125
113,0.00234330859375,1.192189174375e-06,8.64066818125e-07,3.4600856299218755e-06,0.611328125,0.71875,0.2133203125
114,0.00336538359375,1.42197634375e-07,5.14069638125e-07,5.402582247421875e-06,0.298828125,0.51875,0.3170703125
115,0.00132123359375,8.421919943749999e-07,1.214063998125e-06,1.517589012421875e-06,0.923828125,0.11875,0.1095703125
116,0.00183227109375,3.17196224375e-07,1.039065408125e-06,5.46340703671875e-07,1.080078125,0.21875,0.2651953125
117,0.00387642109375,1.017190584375e-06,3.39071048125e-07,4.431333938671875e-06,0.455078125,0.61875,0.0576953125
118,0.00285434609375,6.67193404375e-07,1.389062588125e-06,2.4888373211718752e-06,0.767578125,0.41875,0.3689453125
119,0.00081019609375,1.367187764375e-06,6.89068228125e-07,6.373830556171875e-06,1.392578125,0.01875,0.1614453125
120,0.00055467734375,5.4698339375e-08,1.301563293125e-06,3.945709784296875e-06,0.689453125,0.16875,0.2911328125
121,0.00259882734375,7.54692699375e-07,6.01568933125e-07,6.071654929687502e-08,1.314453125,0.56875,0.0836328125
122,0.00362090234375,4.04695519375e-07,9.51566113125e-07,5.888206401796875e-06,1.001953125,0.76875,0.3948828125
123,0.00157675234375,1.104689879375e-06,2.51571753125e-07,2.003213166796876e-06,0.376953125,0.36875,0.1873828125
124,0.00106571484375,5.79694109375e-07,4.265703431250001e-07,2.974461475546875e-06,0.533203125,0.06875,0.4467578125
125,0.00310986484375,1.279688469375e-06,1.126564703125e-06,6.859454710546875e-06,1.158203125,0.46875,0.2392578125
126,0.00208778984375,2.29696929375e-07,7.6573163125e-08,1.031964858046875e-06,1.470703125,0.6687500000000001,0.3430078125
127,4.363984375e-05,9.29691289375e-07,7.76567523125e-07,4.916958093046875e-06,0.845703125,0.26875,0.1355078125
128,5.960976562500001e-05,4.6485128468750004e-07,4.101642253125e-07,1.4872375027734374e-06,1.3779296875,0.540625,0.39326171875
129,0.002103759765625,1.1648456446875e-06,1.1101585853125e-06,5.372230737773438e-06,0.7529296875,0.140625,0.18576171875
130,0.003125834765625,1.148541046875e-07,6.016704531249998e-08,3.429734120273438e-06,0.4404296875,0.340625,0.28951171875
131,0.001081684765625,8.148484646875e-07,7.601614053125e-07,7.314727355273437e-06,1.0654296875,0.7406250000000001,0.08201171875
132,0.001592722265625,2.898526946875e-07,1.2851571753125e-06,6.3434790465234375e-06,0.9091796875,0.440625,0.34138671875
133,0.003636872265625,9.898470546875e-07,5.851628153125e-07,2.4584858115234377e-06,0.2841796875,0.040625,0.13388671875
134,0.002614797265625,6.398498746875e-07,9.351599953125e-07,4.400982429023438e-06,0.5966796875,0.240625,0.44513671875
135,0.000570647265625,1.3398442346875e-06,2.3516563531250002e-07,5.159891940234375e-07,1.2216796875,0.640625,0.23763671875
136,0.000826166015625,2.73548096875e-08,1.0226592903125e-06,1.9728616571484378e-06,0.8310546875,0.790625,0.31544921875
137,0.002870316015625,7.273491696875e-07,3.226649303125e-07,5.857854892148437e-06,1.4560546875,0.390625,0.10794921875
138,0.003892391015625,3.773519896875001e-07,1.3726564703125e-06,3.03650396484375e-08,1.1435546875,0.190625,0.41919921875
139,0.001848241015625,1.0773463496875e-06,6.726621103125e-07,3.9153582746484375e-06,0.5185546875,0.5906250000000001,0.21169921875
140,0.001337203515625,5.523505796875e-07,1.476663403125e-07,4.886606583398437e-06,0.3623046875,0.690625,0.36732421875
141,0.003381353515625,1.2523449396875e-06,8.476607003125e-07,1.0016133483984375e-06,0.9873046875,0.290625,0.15982421875
142,0.002359278515625,2.023533996875e-07,4.976635203125e-07,6.829103200898438e-06,1.2998046875,0.090625,0.26357421875
143,0.000315128515625,9.023477596875e-07,1.1976578803125e-06,2.9441099658984376e-06,0.6748046875,0.490625,0.05607421875
144,0.000442887890625,2.461030471875e-07,2.789152828125e-07,4.643794506210937e-06,1.1044921875,0.265625,0.17279296875
145,0.002487037890625,9.460974071875e-07,9.789096428125e-07,7.588012712109375e-07,0.4794921875,0.665625,0.38029296875
146,0.003509112890625,5.961002271875e-07,6.289124628125e-07,6.586291123710938e-06,0.7919921875,0.465625,0.06904296875
147,0.001464962890625,1.2960945871875e-06,1.3289068228125e-06,2.701297888710938e-06,1.4169921875,0.065625,0.27654296875
148,0.001976000390625,4.211016371875001e-07,8.039110528125e-07,3.6725461974609377e-06,1.2607421875,0.365625,0.12091796875
149,0.004020150390625,1.1210959971875e-06,1.039166928125e-07,7.5575394324609375e-06,0.6357421875,0.765625,0.32841796875
150,0.002998075390625,7.11044571875e-08,1.1539082328125e-06,1.7300495799609376e-06,0.3232421875,0.565625,0.22466796875
151,0.000953925390625,7.710988171875e-07,4.539138728125e-07,5.615042814960938e-06,0.9482421875,0.165625,0.4321679687500001
152,0.000698406640625,6.835995221875e-07,1.0664089378125e-06,7.071915278085938e-06,0.5576171875,0.015625,0.09498046875
153,0.002742556640625,1.3835938821875e-06,3.664145778125e-07,3.186922043085938e-06,1.1826171875,0.415625,0.30248046875
154,0.003764631640625,3.336023421875e-07,7.164117578125e-07,5.1294186605859375e-06,1.4951171875,0.6156250000000001,0.19873046875
155,0.001720481640625,1.0335967021875e-06,1.6417397812499998e-08,1.2444254255859377e-06,0.8701171875,0.215625,0.40623046875
156,0.001209444140625,1.586037521875e-07,5.414131678125e-07,2.731771168359376e-07,0.7138671875,0.115625,0.14685546875
157,0.003253594140625,8.585981121875e-07,1.2414075278125e-06,4.158170351835938e-06,1.3388671875,0.515625,0.35435546875
158,0.002231519140625,5.086009321875e-07,1.9141598781250005e-07,2.215673734335938e-06,1.0263671875,0.7156250000000001,0.04310546875
159,0.000187369140625,1.2085952921875e-06,8.914103478124999e-07,6.100666969335937e-06,0.4013671875,0.315625,0.25060546875
160,0.000251248828125,9.29792809375e-08,1.3945312940625e-06,5.736448853554688e-06,1.2021484375,0.203125,0.06255859375
161,0.002295398828125,7.929736409374999e-07,6.945369340625e-07,1.851455618554688e-06,0.5771484375,0.603125,0.27005859375
162,0.003317473828125,4.429764609375e-07,1.0445341140625e-06,7.678945471054688e-06,0.2646484375,0.403125,0.16630859375
163,0.001273323828125,1.1429708209375e-06,3.445397540625e-07,3.793952236054688e-06,0.8896484375,0.003125,0.3738085937500001
164,0.001784361328125,6.179750509375e-07,5.195383440625001e-07,2.822703927304688e-06,1.0458984375,0.303125,0.21818359375
165,0.003828511328125,1.3179694109375e-06,1.2195327040625e-06,6.707697162304688e-06,0.4208984375,0.703125,0.4256835937500001
166,0.002806436328125,2.679778709375e-07,1.695411640625e-07,8.802073098046875e-07,0.7333984375,0.503125,0.11443359375
167,0.000762286328125,9.679722309375e-07,8.695355240625e-07,4.765200544804687e-06,1.3583984375,0.103125,0.3219335937500001
168,0.001017805078125,3.554771659375e-07,8.204186906249998e-08,6.222073007929687e-06,0.6552734375,0.053125,0.19224609375
169,0.003061955078125,1.0554715259375e-06,7.820362290625e-07,2.337079772929688e-06,1.2802734375,0.453125,0.39974609375
170,0.004084030078125,5.4799859374999995e-09,4.320390490625001e-07,4.279576390429688e-06,0.9677734375,0.6531250000000001,0.08849609375
171,0.002039880078125,7.054743459374999e-07,1.1320334090625e-06,3.945831554296875e-07,0.3427734375,0.253125,0.29599609375
172,0.001528842578125,1.804785759375e-07,9.570348190625e-07,1.3658314641796876e-06,0.4990234375,0.153125,0.03662109375
173,0.003572992578125,8.804729359374999e-07,2.570404590625e-07,5.250824699179688e-06,1.1240234375,0.553125,0.24412109375
174,0.002550917578125,5.304757559375e-07,1.3070319990625e-06,3.308328081679688e-06,1.4365234375,0.753125,0.14037109375
175,0.000506767578125,1.2304701159375e-06,6.070376390625e-07,7.193321316679687e-06,0.8115234375,0.353125,0.34787109375
176,0.000379008203125,5.742254034375e-07,7.382865815625e-07,6.373952326171875e-07,0.9287109375,0.578125,0.28302734375
177,0.002423158203125,1.2742197634375e-06,3.82922215625e-08,4.522388467617188e-06,0.3037109375,0.178125,0.07552734375
178,0.003445233203125,2.242282234375e-07,1.0882837615625e-06,2.579891850117188e-06,0.6162109375,0.378125,0.38677734375
179,0.001401083203125,9.242225834375e-07,3.882894015625e-07,6.464885085117188e-06,1.2412109375,0.7781250000000001,0.17927734375
180,0.001912120703125,4.92296334375e-08,2.1329081156250005e-07,7.436133393867187e-06,1.3974609375,0.478125,0.43865234375
181,0.003956270703125,7.492239934375e-07,9.132851715625e-07,3.551140158867188e-06,0.7724609375,0.078125,0.23115234375
182,0.002934195703125,3.992268134375e-07,5.632879915625e-07,5.493636776367188e-06,0.4599609375,0.278125,0.33490234375
183,0.000890045703125,1.0992211734375e-06,1.2632823515625e-06,1.6086435413671875e-06,1.0849609375,0.6781250000000001,0.12740234375
184,0.000634526953125,3.117275184375e-07,6.507872865625e-07,3.065516004492188e-06,0.3818359375,0.728125,0.41271484375
185,0.002678676953125,1.0117218784375e-06,1.3507816465625e-06,6.950509239492188e-06,1.0068359375,0.328125,0.20521484375
186,0.003700751953125,6.617246984375e-07,3.007901065625e-07,1.1230193869921876e-06,1.3193359375,0.128125,0.30896484375
187,0.001656601953125,1.3617190584374998e-06,1.0007844665625e-06,5.008012621992187e-06,0.6943359375,0.5281250000000001,0.10146484375
188,0.001145564453125,4.867261084375e-07,1.1757830565625e-06,4.036764313242188e-06,0.8505859375,0.628125,0.25708984375
189,0.003189714453125,1.1867204684375e-06,4.757886965625001e-07,1.517710782421875e-07,1.4755859375,0.228125,0.04958984375
190,0.002167639453125,1.367289284375e-07,8.257858765625e-07,5.979260930742187e-06,1.1630859375,0.028125,0.36083984375
191,0.000123489453125,8.367232884375e-07,1.2579151656249998e-07,2.094267695742188e-06,0.5380859375,0.428125,0.15333984375
192,9.1549609375e-05,2.789152828125e-07,8.367232884375e-07,7.011212258789063e-06,0.5673828125,0.696875,0.22791015625
193,0.002135699609375,9.789096428125e-07,1.367289284375e-07,3.1262190237890628e-06,1.1923828125,0.296875,0.43541015625
194,0.003157774609375,6.289124628125e-07,1.1867204684375e-06,5.0687156412890624e-06,0.8798828125,0.096875,0.12416015625
195,0.001113624609375,1.3289068228125e-06,4.867261084375e-07,1.1837224062890624e-06,0.2548828125,0.496875,0.33166015625
196,0.001624662109375,4.539138728125e-07,3.117275184375e-07,2.124740975390625e-07,0.4111328125,0.796875,0.07228515625
197,0.003668812109375,1.1539082328125e-06,1.0117218784375e-06,4.097467332539063e-06,1.0361328125,0.396875,0.27978515625
198,0.002646737109375,1.039166928125e-07,6.617246984375e-07,2.154970715039063e-06,1.3486328125,0.196875,0.17603515625
199,0.000602587109375,8.039110528125e-07,1.3617190584374998e-06,6.039963950039062e-06,0.7236328125,0.596875,0.38353515625
200,0.000858105859375,5.414131678125e-07,5.742254034375e-07,4.583091486914062e-06,1.2705078125,0.446875,0.04634765625
201,0.002902255859375,1.2414075278125e-06,1.2742197634375e-06,6.980982519140625e-07,0.6455078125,0.046875,0.25384765625
202,0.003924330859375,1.9141598781250005e-07,2.242282234375e-07,6.525588104414063e-06,0.3330078125,0.246875,0.15009765625
203,0.001880180859375,8.914103478124999e-07,9.242225834375e-07,2.640594869414063e-06,0.9580078125,0.6468750000000001,0.35759765625
204,0.001369143359375,1.6417397812499998e-08,1.0992211734375e-06,3.611843178164063e-06,1.1142578125,0.546875,0.20197265625
205,0.003413293359375,7.164117578125e-07,3.992268134375e-07,7.4968364131640625e-06,0.4892578125,0.146875,0.40947265625
206,0.002391218359375,3.664145778125e-07,7.492239934375e-07,1.6693465606640626e-06,0.8017578125,0.346875,0.09822265625
207,0.000347068359375,1.0664089378125e-06,4.92296334375e-08,5.554339795664063e-06,1.4267578125,0.7468750000000001,0.30572265625
208,0.000474827734375,4.101642253125e-07,1.2304701159375e-06,2.3977827922265627e-06,0.2939453125,0.121875,0.44837890625
209,0.002518977734375,1.1101585853125e-06,5.304757559375e-07,6.282776027226562e-06,0.9189453125,0.521875,0.24087890625
210,0.003541052734375,6.016704531249998e-08,8.804729359374999e-07,4.552861747265625e-07,1.2314453125,0.721875,0.34462890625
211,0.001496902734375,7.601614053125e-07,1.804785759375e-07,4.340279409726563e-06,0.6064453125,0.321875,0.13712890625
212,0.002007940234375,2.3516563531250002e-07,3.554771659375e-07,5.311527718476563e-06,0.7626953125,0.021875,0.29275390625
213,0.004052090234375,9.351599953125e-07,1.0554715259375e-06,1.4265344834765626e-06,1.3876953125,0.421875,0.08525390625
214,0.003030015234375,5.851628153125e-07,5.4799859374999995e-09,7.254024335976562e-06,1.0751953125,0.6218750000000001,0.39650390625
215,0.000985865234375,1.2851571753125e-06,7.054743459374999e-07,3.369031100976563e-06,0.4501953125,0.221875,0.18900390625
216,0.000730346484375,1.476663403125e-07,9.29792809375e-08,1.9121586378515627e-06,0.9970703125,0.371875,0.26681640625
217,0.002774496484375,8.476607003125e-07,7.929736409374999e-07,5.797151872851563e-06,0.3720703125,0.7718750000000001,0.05931640625
218,0.003796571484375,4.976635203125e-07,4.429764609375e-07,3.854655255351562e-06,0.6845703125,0.571875,0.37056640625
219,0.001752421484375,1.1976578803125e-06,1.1429708209375e-06,7.739648490351563e-06,1.3095703125,0.171875,0.16306640625
220,0.001241383984375,6.726621103125e-07,9.679722309375e-07,6.768400181601563e-06,1.4658203125,0.271875,0.42244140625
221,0.003285533984375,1.3726564703125e-06,2.679778709375e-07,2.883406946601563e-06,0.8408203125,0.671875,0.21494140625
222,0.002263458984375,3.226649303125e-07,1.3179694109375e-06,4.825903564101562e-06,0.5283203125,0.471875,0.31869140625
223,0.000219308984375,1.0226592903125e-06,6.179750509375e-07,9.409103291015624e-07,1.1533203125,0.071875,0.11119140625
224,0.000155429296875,6.507872865625e-07,2.461030471875e-07,3.247625062382813e-06,0.7431640625,0.159375,0.33814453125
225,0.002199579296875,1.3507816465625e-06,9.460974071875e-07,7.132618297382812e-06,1.3681640625,0.5593750000000001,0.13064453125
226,0.003221654296875,3.007901065625e-07,5.961002271875e-07,1.3051284448828123e-06,1.0556640625,0.759375,0.44189453125
227,0.001177504296875,1.0007844665625e-06,1.2960945871875e-06,5.1901216798828125e-06,0.4306640625,0.359375,0.23439453125
228,0.001688541796875,1.2579151656249998e-07,7.710988171875e-07,4.218873371132813e-06,0.2744140625,0.059375,0.39001953125
229,0.003732691796875,8.257858765625e-07,7.11044571875e-08,3.3388013613281253e-07,0.8994140625,0.459375,0.18251953125
230,0.002710616796875,4.757886965625001e-07,1.1210959971875e-06,6.161369988632812e-06,1.2119140625,0.659375,0.28626953125
